"","coef_D3_1se.31216.621","coef_D3_1se.31216.6211815129","coef_D3_1se.3","coef_D3_cv.1.33","coef_D3_cv.1.33045206695625","coef_D3_cv.184"
"1",-1.59002304934962,31216.6211815129,3,-2.71722506132517,1.33045206695625,184
"2",-1.58081369544144,31216.6211815129,3,-2.66686358537478,1.33045206695625,184
"3",-1.5716249220602,31216.6211815129,3,-2.61694763540641,1.33045206695625,184
"4",-1.56245619020722,31216.6211815129,3,-2.56747721142428,1.33045206695625,184
"5",-1.55330826015914,31216.6211815129,3,-2.51845231340684,1.33045206695625,184
"6",-1.54418011918134,31216.6211815129,3,-2.46987294136109,1.33045206695625,184
"7",-1.53507271756854,31216.6211815129,3,-2.4217390952911,1.33045206695625,184
"8",-1.52598523312683,31216.6211815129,3,-2.37405077521418,1.33045206695625,184
"9",-1.51691812664899,31216.6211815129,3,-2.32680798111408,1.33045206695625,184
"10",-1.50787167313674,31216.6211815129,3,-2.28001071294358,1.33045206695625,184
"11",-1.49884539762998,31216.6211815129,3,-2.2336589708043,1.33045206695625,184
"12",-1.48983916839146,31216.6211815129,3,-2.18775275461401,1.33045206695625,184
"13",-1.48085325563606,31216.6211815129,3,-2.14229206440935,1.33045206695625,184
"14",-1.47188872526852,31216.6211815129,3,-2.09727690015054,1.33045206695625,184
"15",-1.46294300815116,31216.6211815129,3,-2.05270726190592,1.33045206695625,184
"16",-1.45401860862394,31216.6211815129,3,-2.00858314961747,1.33045206695625,184
"17",-1.44511420288582,31216.6211815129,3,-1.96490456332543,1.33045206695625,184
"18",-1.43622990510416,31216.6211815129,3,-1.92167150300784,1.33045206695625,184
"19",-1.42736610103057,31216.6211815129,3,-1.87888396860403,1.33045206695625,184
"20",-1.41852251423292,31216.6211815129,3,-1.83654196023882,1.33045206695625,184
"21",-1.40969971999028,31216.6211815129,3,-1.79464547785142,1.33045206695625,184
"22",-1.40089664137074,31216.6211815129,3,-1.7531945214144,1.33045206695625,184
"23",-1.39211419651943,31216.6211815129,3,-1.71218909095647,1.33045206695625,184
"24",-1.38335209832963,31216.6211815129,3,-1.67162918646723,1.33045206695625,184
"25",-1.37460979461651,31216.6211815129,3,-1.63151480798506,1.33045206695625,184
"26",-1.36588852059151,31216.6211815129,3,-1.59184595546794,1.33045206695625,184
"27",-1.35718731025628,31216.6211815129,3,-1.55262262889524,1.33045206695625,184
"28",-1.34850623302493,31216.6211815129,3,-1.51384482831418,1.33045206695625,184
"29",-1.339845798115,31216.6211815129,3,-1.47551255376706,1.33045206695625,184
"30",-1.33120562572715,31216.6211815129,3,-1.4376258050904,1.33045206695625,184
"31",-1.32258542200801,31216.6211815129,3,-1.400184582439,1.33045206695625,184
"32",-1.31398611830243,31216.6211815129,3,-1.36318888578221,1.33045206695625,184
"33",-1.30540647503442,31216.6211815129,3,-1.32663871509818,1.33045206695625,184
"34",-1.29684765828225,31216.6211815129,3,-1.290534070351,1.33045206695625,184
"35",-1.28830903671447,31216.6211815129,3,-1.25487495162154,1.33045206695625,184
"36",-1.27979039614241,31216.6211815129,3,-1.21966135884132,1.33045206695625,184
"37",-1.27129232662173,31216.6211815129,3,-1.18489329205535,1.33045206695625,184
"38",-1.26281479422383,31216.6211815129,3,-1.15057075121103,1.33045206695625,184
"39",-1.2543571932527,31216.6211815129,3,-1.11669373636447,1.33045206695625,184
"40",-1.24592015253591,31216.6211815129,3,-1.08326224752714,1.33045206695625,184
"41",-1.23750332796943,31216.6211815129,3,-1.05027628462568,1.33045206695625,184
"42",-1.22910720860426,31216.6211815129,3,-1.01773584770261,1.33045206695625,184
"43",-1.22073109908471,31216.6211815129,3,-0.985640936746486,1.33045206695625,184
"44",-1.21237495855319,31216.6211815129,3,-0.953991551774089,1.33045206695625,184
"45",-1.20403961102407,31216.6211815129,3,-0.922787692794625,1.33045206695625,184
"46",-1.19572450964818,31216.6211815129,3,-0.892029359779867,1.33045206695625,184
"47",-1.1874295625927,31216.6211815129,3,-0.861716552741722,1.33045206695625,184
"48",-1.17915523546831,31216.6211815129,3,-0.831849271679442,1.33045206695625,184
"49",-1.17090059158611,31216.6211815129,3,-0.802427516581595,1.33045206695625,184
"50",-1.16266724028455,31216.6211815129,3,-0.773451287459735,1.33045206695625,184
"51",-1.15445311201285,31216.6211815129,3,-0.744920584329706,1.33045206695625,184
"52",-1.14626029246025,31216.6211815129,3,-0.716835407141977,1.33045206695625,184
"53",-1.13808719275061,31216.6211815129,3,-0.689195755964593,1.33045206695625,184
"54",-1.12993444674122,31216.6211815129,3,-0.662001630754622,1.33045206695625,184
"55",-1.12180224064189,31216.6211815129,3,-0.635253031504018,1.33045206695625,184
"56",-1.11369035622333,31216.6211815129,3,-0.608949958238926,1.33045206695625,184
"57",-1.10559843082964,31216.6211815129,3,-0.58309241095914,1.33045206695625,184
"58",-1.09752718234554,31216.6211815129,3,-0.557680389639834,1.33045206695625,184
"59",-1.0894758570665,31216.6211815129,3,-0.532713894289252,1.33045206695625,184
"60",-1.08144589401661,31216.6211815129,3,-0.50819292494795,1.33045206695625,184
"61",-1.07343528184175,31216.6211815129,3,-0.484117481508106,1.33045206695625,184
"62",-1.06544523187325,31216.6211815129,3,-0.460487564168934,1.33045206695625,184
"63",-1.05747538426314,31216.6211815129,3,-0.43730317269926,1.33045206695625,184
"64",-1.04952604823934,31216.6211815129,3,-0.414564307236039,1.33045206695625,184
"65",-1.04159688463937,31216.6211815129,3,-0.392270967767776,1.33045206695625,184
"66",-1.0336882734276,31216.6211815129,3,-0.370423154229534,1.33045206695625,184
"67",-1.02579935570814,31216.6211815129,3,-0.349020866723657,1.33045206695625,184
"68",-1.01793160021353,31216.6211815129,3,-0.328064105141471,1.33045206695625,184
"69",-1.01008346748164,31216.6211815129,3,-0.307552869554871,1.33045206695625,184
"70",-1.00225625672838,31216.6211815129,3,-0.287487159937698,1.33045206695625,184
"71",-0.994448763953131,31216.6211815129,3,-0.267866976308643,1.33045206695625,184
"72",-0.986662023371267,31216.6211815129,3,-0.248692318637445,1.33045206695625,184
"73",-0.978895419537642,31216.6211815129,3,-0.229963186981625,1.33045206695625,184
"74",-0.971149341376115,31216.6211815129,3,-0.211679581247513,1.33045206695625,184
"75",-0.963423315525406,31216.6211815129,3,-0.193841501548893,1.33045206695625,184
"76",-0.955717669539799,31216.6211815129,3,-0.176448947768566,1.33045206695625,184
"77",-0.948032537687884,31216.6211815129,3,-0.159501920007527,1.33045206695625,184
"78",-0.940367523802502,31216.6211815129,3,-0.143000418175389,1.33045206695625,184
"79",-0.932722706511374,31216.6211815129,3,-0.12694444237222,1.33045206695625,184
"80",-0.925098512792871,31216.6211815129,3,-0.111333992509052,1.33045206695625,184
"81",-0.91749434295276,31216.6211815129,3,-0.0961690686249814,1.33045206695625,184
"82",-0.9099109912106,31216.6211815129,3,-0.0814496707393385,1.33045206695625,184
"83",-0.902347276271131,31216.6211815129,3,-0.0671757987874964,1.33045206695625,184
"84",-0.894804431600324,31216.6211815129,3,-0.0533474528091496,1.33045206695625,184
"85",-0.887281798280571,31216.6211815129,3,-0.0399646328674435,1.33045206695625,184
"86",-0.879779255207651,31216.6211815129,3,-0.0270273388404634,1.33045206695625,184
"87",-0.872296888559675,31216.6211815129,3,-0.0145355708416625,1.33045206695625,184
"88",-0.864835512818803,31216.6211815129,3,-0.00248932876112134,1.33045206695625,184
"89",-0.857393830435169,31216.6211815129,3,0.00911138730694803,1.33045206695625,184
"90",-0.849972632505101,31216.6211815129,3,0.0202665773960602,1.33045206695625,184
"91",-0.842572133222269,31216.6211815129,3,0.0309762415552878,1.33045206695625,184
"92",-0.83519147058093,31216.6211815129,3,0.0412403796938113,1.33045206695625,184
"93",-0.827831261151366,31216.6211815129,3,0.051058991870613,1.33045206695625,184
