"","coef_D3_1se.31216.621","coef_D3_1se.31216.6211815129","coef_D3_1se.3","coef_D3_cv.1.638","coef_D3_cv.1.63780430919176","coef_D3_cv.182"
"1",-1.59002304934962,31216.6211815129,3,-2.72990040800641,1.63780430919176,182
"2",-1.58081369544144,31216.6211815129,3,-2.67962058552615,1.63780430919176,182
"3",-1.5716249220602,31216.6211815129,3,-2.62978235223954,1.63780430919176,182
"4",-1.56245619020722,31216.6211815129,3,-2.58038570815113,1.63780430919176,182
"5",-1.55330826015914,31216.6211815129,3,-2.53143065323504,1.63780430919176,182
"6",-1.54418011918134,31216.6211815129,3,-2.48291718749907,1.63780430919176,182
"7",-1.53507271756854,31216.6211815129,3,-2.43484531095035,1.63780430919176,182
"8",-1.52598523312683,31216.6211815129,3,-2.38721502360414,1.63780430919176,182
"9",-1.51691812664899,31216.6211815129,3,-2.34002632545049,1.63780430919176,182
"10",-1.50787167313674,31216.6211815129,3,-2.29327921642089,1.63780430919176,182
"11",-1.49884539762998,31216.6211815129,3,-2.24697369665082,1.63780430919176,182
"12",-1.48983916839146,31216.6211815129,3,-2.20110976602307,1.63780430919176,182
"13",-1.48085325563606,31216.6211815129,3,-2.15568742460659,1.63780430919176,182
"14",-1.47188872526852,31216.6211815129,3,-2.11070667232776,1.63780430919176,182
"15",-1.46294300815116,31216.6211815129,3,-2.06616750928443,1.63780430919176,182
"16",-1.45401860862394,31216.6211815129,3,-2.02206993541375,1.63780430919176,182
"17",-1.44511420288582,31216.6211815129,3,-1.97841395073515,1.63780430919176,182
"18",-1.43622990510416,31216.6211815129,3,-1.93519955525356,1.63780430919176,182
"19",-1.42736610103057,31216.6211815129,3,-1.89242674888316,1.63780430919176,182
"20",-1.41852251423292,31216.6211815129,3,-1.85009553176581,1.63780430919176,182
"21",-1.40969971999028,31216.6211815129,3,-1.80820590383635,1.63780430919176,182
"22",-1.40089664137074,31216.6211815129,3,-1.76675786507268,1.63780430919176,182
"23",-1.39211419651943,31216.6211815129,3,-1.72575141548925,1.63780430919176,182
"24",-1.38335209832963,31216.6211815129,3,-1.68518655509651,1.63780430919176,182
"25",-1.37460979461651,31216.6211815129,3,-1.64506328389009,1.63780430919176,182
"26",-1.36588852059151,31216.6211815129,3,-1.60538160190986,1.63780430919176,182
"27",-1.35718731025628,31216.6211815129,3,-1.56614150903809,1.63780430919176,182
"28",-1.34850623302493,31216.6211815129,3,-1.52734300539235,1.63780430919176,182
"29",-1.339845798115,31216.6211815129,3,-1.48898609097991,1.63780430919176,182
"30",-1.33120562572715,31216.6211815129,3,-1.45107076564847,1.63780430919176,182
"31",-1.32258542200801,31216.6211815129,3,-1.41359702954567,1.63780430919176,182
"32",-1.31398611830243,31216.6211815129,3,-1.37656488267539,1.63780430919176,182
"33",-1.30540647503442,31216.6211815129,3,-1.33997432495476,1.63780430919176,182
"34",-1.29684765828225,31216.6211815129,3,-1.30382535639423,1.63780430919176,182
"35",-1.28830903671447,31216.6211815129,3,-1.26811797706255,1.63780430919176,182
"36",-1.27979039614241,31216.6211815129,3,-1.23285218688753,1.63780430919176,182
"37",-1.27129232662173,31216.6211815129,3,-1.19802798592385,1.63780430919176,182
"38",-1.26281479422383,31216.6211815129,3,-1.16364537409717,1.63780430919176,182
"39",-1.2543571932527,31216.6211815129,3,-1.12970435148565,1.63780430919176,182
"40",-1.24592015253591,31216.6211815129,3,-1.09620491809062,1.63780430919176,182
"41",-1.23750332796943,31216.6211815129,3,-1.06314707386464,1.63780430919176,182
"42",-1.22910720860426,31216.6211815129,3,-1.03053081878011,1.63780430919176,182
"43",-1.22073109908471,31216.6211815129,3,-0.998356152919569,1.63780430919176,182
"44",-1.21237495855319,31216.6211815129,3,-0.966623076222675,1.63780430919176,182
"45",-1.20403961102407,31216.6211815129,3,-0.935331588733512,1.63780430919176,182
"46",-1.19572450964818,31216.6211815129,3,-0.904481690434508,1.63780430919176,182
"47",-1.1874295625927,31216.6211815129,3,-0.874073381302513,1.63780430919176,182
"48",-1.17915523546831,31216.6211815129,3,-0.84410666136555,1.63780430919176,182
"49",-1.17090059158611,31216.6211815129,3,-0.814581530603984,1.63780430919176,182
"50",-1.16266724028455,31216.6211815129,3,-0.785497989025063,1.63780430919176,182
"51",-1.15445311201285,31216.6211815129,3,-0.756856036652404,1.63780430919176,182
"52",-1.14626029246025,31216.6211815129,3,-0.728655673415378,1.63780430919176,182
"53",-1.13808719275061,31216.6211815129,3,-0.700896899425368,1.63780430919176,182
"54",-1.12993444674122,31216.6211815129,3,-0.673579714591914,1.63780430919176,182
"55",-1.12180224064189,31216.6211815129,3,-0.646704118918379,1.63780430919176,182
"56",-1.11369035622333,31216.6211815129,3,-0.620270112482609,1.63780430919176,182
"57",-1.10559843082964,31216.6211815129,3,-0.594277695187144,1.63780430919176,182
"58",-1.09752718234554,31216.6211815129,3,-0.568726867131462,1.63780430919176,182
"59",-1.0894758570665,31216.6211815129,3,-0.543617628149349,1.63780430919176,182
"60",-1.08144589401661,31216.6211815129,3,-0.518949978514563,1.63780430919176,182
"61",-1.07343528184175,31216.6211815129,3,-0.494723917886926,1.63780430919176,182
"62",-1.06544523187325,31216.6211815129,3,-0.470939446620594,1.63780430919176,182
"63",-1.05747538426314,31216.6211815129,3,-0.447596564424139,1.63780430919176,182
"64",-1.04952604823934,31216.6211815129,3,-0.424695271443258,1.63780430919176,182
"65",-1.04159688463937,31216.6211815129,3,-0.402235567662938,1.63780430919176,182
"66",-1.0336882734276,31216.6211815129,3,-0.38021745301376,1.63780430919176,182
"67",-1.02579935570814,31216.6211815129,3,-0.358640927629419,1.63780430919176,182
"68",-1.01793160021353,31216.6211815129,3,-0.337505991363263,1.63780430919176,182
"69",-1.01008346748164,31216.6211815129,3,-0.31681264431125,1.63780430919176,182
"70",-1.00225625672838,31216.6211815129,3,-0.29656088645248,1.63780430919176,182
"71",-0.994448763953131,31216.6211815129,3,-0.276750717755934,1.63780430919176,182
"72",-0.986662023371267,31216.6211815129,3,-0.257382138246729,1.63780430919176,182
"73",-0.978895419537642,31216.6211815129,3,-0.238455147948575,1.63780430919176,182
"74",-0.971149341376115,31216.6211815129,3,-0.219969746775722,1.63780430919176,182
"75",-0.963423315525406,31216.6211815129,3,-0.201925934948855,1.63780430919176,182
"76",-0.955717669539799,31216.6211815129,3,-0.184323712091846,1.63780430919176,182
"77",-0.948032537687884,31216.6211815129,3,-0.167163078528164,1.63780430919176,182
"78",-0.940367523802502,31216.6211815129,3,-0.150444034189532,1.63780430919176,182
"79",-0.932722706511374,31216.6211815129,3,-0.134166578931813,1.63780430919176,182
"80",-0.925098512792871,31216.6211815129,3,-0.118330712968439,1.63780430919176,182
"81",-0.91749434295276,31216.6211815129,3,-0.102936436114711,1.63780430919176,182
"82",-0.9099109912106,31216.6211815129,3,-0.0879837484639039,1.63780430919176,182
"83",-0.902347276271131,31216.6211815129,3,-0.0734726499961507,1.63780430919176,182
"84",-0.894804431600324,31216.6211815129,3,-0.0594031407153102,1.63780430919176,182
"85",-0.887281798280571,31216.6211815129,3,-0.0457752206420862,1.63780430919176,182
"86",-0.879779255207651,31216.6211815129,3,-0.0325888896992321,1.63780430919176,182
"87",-0.872296888559675,31216.6211815129,3,-0.0198441480110306,1.63780430919176,182
"88",-0.864835512818803,31216.6211815129,3,-0.00754099545897302,1.63780430919176,182
"89",-0.857393830435169,31216.6211815129,3,0.00432056787730829,1.63780430919176,182
"90",-0.849972632505101,31216.6211815129,3,0.0157405420482658,1.63780430919176,182
"91",-0.842572133222269,31216.6211815129,3,0.026718927068295,1.63780430919176,182
"92",-0.83519147058093,31216.6211815129,3,0.0372557228056734,1.63780430919176,182
"93",-0.827831261151366,31216.6211815129,3,0.0473509294619872,1.63780430919176,182
"94",-0.820491389428841,31216.6211815129,3,0.0570045468545451,1.63780430919176,182
"95",-0.813171829538381,31216.6211815129,3,0.0662165750906064,1.63780430919176,182
"96",-0.805872661752356,31216.6211815129,3,0.074987014135454,1.63780430919176,182
"97",-0.798593785137404,31216.6211815129,3,0.0833158640178035,1.63780430919176,182
"98",-0.791335363430313,31216.6211815129,3,0.091203124749954,1.63780430919176,182
"99",-0.784096964680523,31216.6211815129,3,0.0986487961705107,1.63780430919176,182
"100",-0.7768791504802,31216.6211815129,3,0.105652878523689,1.63780430919176,182
"101",-0.769681406258932,31216.6211815129,3,0.112215371676591,1.63780430919176,182
"102",-0.762503957669876,31216.6211815129,3,0.118336275595131,1.63780430919176,182
"103",-0.755347077908001,31216.6211815129,3,0.124015590346053,1.63780430919176,182
"104",-0.748210506028025,31216.6211815129,3,0.129253315930052,1.63780430919176,182
"105",-0.741094359229155,31216.6211815129,3,0.134049452309513,1.63780430919176,182
"106",-0.733997866605682,31216.6211815129,3,0.13840399955374,1.63780430919176,182
"107",-0.7269223595514,31216.6211815129,3,0.142316957495665,1.63780430919176,182
"108",-0.719867135917517,31216.6211815129,3,0.145788326376792,1.63780430919176,182
